#! FIELDS time nclust0.morethan clust0nat nclust1.morethan clust1nat
 0.000000 0.000000 2.000000 0.000000 1.000000
 0.400000 0.000000 2.000000 0.000000 1.000000
 0.800000 0.000000 2.000000 0.000000 1.000000
 1.200000 0.000000 2.000000 0.000000 1.000000
 1.600000 0.000000 2.000000 0.000000 1.000000
 2.000000 0.000000 2.000000 0.000000 1.000000
 2.400000 0.000000 2.000000 0.000000 1.000000
 2.800000 0.000000 2.000000 0.000000 1.000000
 3.200000 0.000000 2.000000 0.000000 1.000000
 3.600000 0.000000 2.000000 0.000000 1.000000
 4.000000 0.000000 2.000000 0.000000 1.000000
 4.400000 0.000000 2.000000 0.000000 1.000000
 4.800000 0.000000 2.000000 0.000000 1.000000
 5.200000 0.000000 2.000000 0.000000 1.000000
 5.600000 0.000000 2.000000 0.000000 1.000000
 6.000000 0.000000 2.000000 0.000000 1.000000
 6.400000 0.000000 2.000000 0.000000 1.000000
 6.800000 0.000000 2.000000 0.000000 1.000000
 7.200000 0.000000 2.000000 0.000000 1.000000
 7.600000 0.000000 2.000000 0.000000 1.000000
 8.000000 0.000000 2.000000 0.000000 1.000000
